,Year,University Name,University City,University State,Most Awarded Decree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
5713,2018_19,Academy of Salon Professionals,Sedalia,MO,Certificate,NO,,,,,,38.0,81.58,0.0,15.79,0.0,,,,
5714,2018_19,CyberTex Institute of Technology,Austin,TX,Certificate,NO,,,,,,217.0,23.04,36.41,28.57,0.92,,,,
5715,2018_19,New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,Certificate,NO,,,,,,269.0,16.73,50.93,32.34,0.0,,,,
5716,2018_19,Gemini School of Visual Arts & Communication,Cedar Park,TX,Bachelor's,NO,100.0,,,,,15.0,73.33,20.0,6.67,0.0,,,,
5717,2018_19,Designer Barber & Stylist School,Ft Smith,AR,Certificate,NO,,,,,,78.0,34.62,29.49,25.64,7.69,,,,
5718,2018_19,Paul Mitchell the School-Woodbridge,Woodbridge,VA,Certificate,NO,,,,,,135.0,32.59,37.78,19.26,2.22,,,,
5719,2018_19,College of the Muscogee Nation,Okmulgee,OK,Associate's,NO,,,,,,205.0,0.0,0.0,1.95,0.0,23204.0,6600.0,6600.0,
5720,2018_19,The Salon Professional Academy-Huntsville,Huntsville,AL,Certificate,NO,,,,,,46.0,65.22,28.26,2.17,2.17,,,,
5721,2018_19,Midwives College of Utah,Salt Lake City,UT,Associate's,NO,71.43,,,,,257.0,73.93,10.89,7.39,0.39,26040.0,6945.0,6945.0,
5722,2018_19,Aspen Beauty Academy of Laurel,Laurel,MD,Certificate,NO,,,,,,55.0,9.09,65.45,10.91,3.64,,,,
5723,2018_19,M T Training Center,Grand Prairie,TX,Certificate,NO,,,,,,176.0,18.75,48.3,28.41,1.14,,,,
5724,2018_19,Berks Career & Technology Center,Leesport,PA,Certificate,NO,,,,,,46.0,71.74,6.52,17.39,2.17,,,,
5725,2018_19,Future Generations University,Franklin,WV,Graduate,NO,,,,,,,,,,,,,,
5726,2018_19,Carthage R9 School District-Carthage Technical Center,Carthage,MO,Certificate,NO,,,,,,28.0,92.86,0.0,7.14,0.0,,,,
5727,2018_19,Grace Mission University,Fullerton,CA,Bachelor's,NO,90.48,,,,,84.0,0.0,0.0,1.19,65.48,17944.0,2840.0,2840.0,
5728,2018_19,Verve College,Oak Brook,IL,Certificate,NO,,,,,,170.0,4.12,72.94,15.29,6.47,,,,
5729,2018_19,Sotheby's Institute of Art-NY,New York,NY,Graduate,NO,,,,,,,,,,,,,,
5730,2018_19,Top Nails & Hair Beauty School,Taylorsville,UT,Certificate,NO,,,,,,30.0,16.67,0.0,6.67,73.33,,,,
5731,2018_19,Santa Ana Beauty College,Santa Ana,CA,Certificate,NO,,,,,,110.0,0.91,0.91,45.45,50.91,,,,
5732,2018_19,Shepherds College,Union Grove,WI,Certificate,NO,95.56,,,,,80.0,63.75,18.75,6.25,3.75,,,,
5733,2018_19,Woodruff Medical Training and Testing,Tucker,GA,Certificate,NO,,,,,,142.0,2.82,80.99,5.63,2.11,,,,
5734,2018_19,Helms College,Macon,GA,Certificate,NO,,,,,,304.0,25.66,68.75,3.29,0.33,21653.0,13460.0,13460.0,
5735,2018_19,Ukiah Adult School,Ukiah,CA,Certificate,NO,,,,,,34.0,47.06,0.0,41.18,11.76,,,,
5736,2018_19,Riverside County Office of Education-School of Career Education,Riverside,CA,Certificate,NO,,,,,,230.0,14.35,3.48,78.26,1.74,,,,
5737,2018_19,Institute of Health Sciences,Hunt Valley,MD,Certificate,NO,,,,,,126.0,54.76,26.98,0.79,11.11,27383.0,15100.0,15100.0,
5738,2018_19,Mid-South Christian College,Memphis,TN,Bachelor's,NO,100.0,1105.0,,,22.0,28.0,25.0,10.71,10.71,0.0,,7902.0,7902.0,0.75
5739,2018_19,New York Institute of Beauty,Islandia,NY,Certificate,NO,,,,,,163.0,63.8,5.52,23.31,3.68,,,,
5740,2018_19,Ultrasound Medical Institute,Royal Palm Beach,FL,Associate's,NO,,,,,,98.0,16.33,72.45,6.12,2.04,,,,
5741,2018_19,Xavier College School of Nursing,Stockton,CA,Certificate,NO,,,,,,79.0,17.72,5.06,24.05,31.65,,,,
5742,2018_19,Lawrence & Company College of Cosmetology,Hanford,CA,Certificate,NO,,,,,,51.0,25.49,3.92,62.75,1.96,,,,
5743,2018_19,Kaizen Beauty Academy,Pembroke Pines,FL,Certificate,NO,,,,,,36.0,16.67,52.78,22.22,5.56,,,,
5744,2018_19,Sharp Edgez Barber Institute,Rochester,NY,Certificate,NO,,,,,,105.0,20.0,47.62,26.67,0.95,,,,
5745,2018_19,The Salon Professional Academy-Nashville,Nashville,TN,Certificate,NO,,,,,,36.0,97.22,0.0,0.0,0.0,,,,
5746,2018_19,Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,Certificate,NO,,,,,,30.0,80.0,3.33,6.67,10.0,,,,
5747,2018_19,California Career Institute,Anaheim,CA,Certificate,NO,,,,,,196.0,11.22,16.33,53.06,17.86,,,,
5748,2018_19,Cosmo Factory Cosmetology Academy,Santa Cruz,CA,Certificate,NO,,,,,,35.0,51.43,2.86,37.14,2.86,,,,
5749,2018_19,Grace School of Theology,Conroe,TX,Bachelor's,NO,,,,,,237.0,11.39,7.17,4.64,0.42,,5280.0,5280.0,
5750,2018_19,Yeshiva Gedolah Kesser Torah,Monsey,NY,Bachelor's,NO,60.0,,,,,81.0,93.83,0.0,0.0,0.0,19300.0,11300.0,11300.0,0.38
5751,2018_19,Universal Training Institute,Perth Amboy,NJ,Certificate,NO,,,,,,201.0,6.97,75.12,12.94,3.98,,,,
5752,2018_19,Yeshiva Yesodei Hatorah,Lakewood,NJ,Bachelor's,NO,93.33,,,,,46.0,100.0,0.0,0.0,0.0,18057.0,13000.0,13000.0,0.79
5753,2018_19,Center for the Healing Arts,Voorhees,NJ,Certificate,NO,,,,,,43.0,67.44,13.95,4.65,6.98,,,,
5754,2018_19,Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,Certificate,NO,,,,,,14.0,42.86,42.86,14.29,0.0,,,,
5755,2018_19,Healthcare Training Institute,Kenner,LA,Certificate,NO,,,,,,66.0,4.55,95.45,0.0,0.0,,,,
5756,2018_19,J D Academy of Salon and Spa,Danville,CA,Certificate,NO,,,,,,94.0,53.19,2.13,12.77,9.57,,,,
5757,2018_19,Boca Beauty Academy,Boca Raton,FL,Certificate,NO,,,,,,98.0,61.22,10.2,18.37,3.06,,,,
5758,2018_19,Paul Mitchell the School-Jersey Shore,Brick,NJ,Certificate,NO,,,,,,172.0,72.67,8.14,15.7,0.58,,,,
5759,2018_19,City Pointe Beauty Academy,Webb City,MO,Certificate,NO,,,,,,92.0,83.7,2.17,4.35,0.0,,,,
5760,2018_19,The Chrysm Institute of Esthetics,Virginia Beach,VA,Certificate,NO,,,,,,130.0,49.23,27.69,6.92,3.08,,,,
5761,2018_19,Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,Graduate,NO,,,,,,,,,,,,,,
5762,2018_19,National Personal Training Institute of Columbus,Powell,OH,Certificate,NO,,,,,,35.0,65.71,25.71,2.86,0.0,,,,
5763,2018_19,Belle Academy of Cosmetology LLC,Waterbury,CT,Certificate,NO,,,,,,8.0,25.0,12.5,62.5,0.0,,,,
5764,2018_19,Empire Beauty School-Augusta,Augusta,GA,Certificate,NO,,,,,,81.0,20.99,61.73,3.7,0.0,,,,
5765,2018_19,South University-High Point,High Point,NC,Bachelor's,NO,,,,,,35.0,40.0,45.71,8.57,0.0,,,,
5766,2018_19,Empire Beauty School-Vernon Hills,Vernon Hills,IL,Certificate,NO,,,,,,74.0,32.43,29.73,27.03,1.35,,,,
5767,2018_19,Empire Beauty School-Stone Park,Stone Park,IL,Certificate,NO,,,,,,126.0,1.59,72.22,16.67,0.0,,,,
5768,2018_19,Empire Beauty School-Rochester,Rochester,NY,Certificate,NO,,,,,,49.0,55.1,20.41,12.24,0.0,,,,
5769,2018_19,Ross Medical Education Center-Kokomo,Kokomo,IN,Certificate,NO,,,,,,82.0,69.51,9.76,7.32,2.44,,,,
5770,2018_19,Ross Medical Education Center-Erlanger,Erlanger,KY,Certificate,NO,,,,,,74.0,78.38,14.86,4.05,0.0,,,,
5771,2018_19,Ross Medical Education Center-Charleston,Charleston,WV,Certificate,NO,,,,,,107.0,72.9,16.82,0.0,0.93,,,,
5772,2018_19,Cortiva Institute-Houston,Houston,TX,Certificate,NO,,,,,,199.0,20.1,34.17,27.64,2.51,,,,
5773,2018_19,InterCoast Colleges-Fairfield,Fairfield,CA,Certificate,NO,,,,,,189.0,25.93,19.58,35.45,7.41,,,,
5774,2018_19,Southern Careers Institute-San Antonio,San Antonio,TX,Certificate,NO,,,,,,520.0,25.38,11.92,55.38,1.54,,,,
5775,2018_19,Milan Institute-Merced,Merced,CA,Certificate,NO,,,,,,311.0,16.08,4.82,70.1,2.89,,,,
5776,2018_19,Midwest Technical Institute-Springfield,Springfield,MO,Certificate,NO,,,,,,405.0,86.91,4.44,4.44,0.0,,,,
5777,2018_19,Finger Lakes School of Massage,FREDERICK,MD,Certificate,NO,,,,,,59.0,66.1,20.34,5.08,1.69,,,,
5778,2018_19,Augusta University,Augusta,GA,Bachelor's,NO,80.06,1172.0,570.0,606.0,23.0,5146.0,51.87,24.82,7.85,6.63,20618.0,8604.0,23156.0,0.31
5779,2018_19,Middle Georgia State University,Macon,GA,Bachelor's,NO,91.96,980.0,500.0,480.0,18.0,6931.0,50.14,36.3,5.21,2.45,14919.0,3924.0,11092.0,0.18
5780,2018_19,Trenz Beauty Academy,Calumet City,IL,Certificate,NO,,,,,,103.0,0.0,100.0,0.0,0.0,,,,
5781,2018_19,Paul Mitchell the School-Denver,Lakewood,CO,Certificate,NO,,,,,,201.0,63.18,1.0,29.35,2.49,,,,
5782,2018_19,Academy of Interactive Entertainment,Seattle,WA,Certificate,NO,88.24,,,,,147.0,74.83,3.4,2.04,6.12,29579.0,21000.0,21000.0,
5783,2018_19,Arrojo Cosmetology School,New York,NY,Certificate,NO,,,,,,105.0,43.81,24.76,20.95,8.57,,,,
5784,2018_19,Cosmetology Academy of Texarkana,Texarkana,TX,Certificate,NO,,,,,,67.0,41.79,55.22,2.99,0.0,,,,
5785,2018_19,Veritas Baptist College,Greendale,IN,Bachelor's,NO,91.46,,,,,151.0,72.19,5.96,11.92,3.97,17150.0,5800.0,5800.0,0.67
5786,2018_19,Lynnes Welding Training,Fargo,ND,Certificate,NO,,,,,,24.0,87.5,4.17,0.0,4.17,,,,
5787,2018_19,Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,Certificate,NO,,,,,,359.0,33.98,17.55,22.28,8.91,26235.0,16757.0,16757.0,
5788,2018_19,UEI College-Bakersfield,Bakersfield,CA,Certificate,NO,,,,,,904.0,9.62,3.54,36.39,0.77,,,,
5789,2018_19,National American University-Georgetown,Georgetown,TX,Associate's,NO,,,,,,84.0,30.95,39.29,25.0,1.19,22369.0,15000.0,15000.0,
5790,2018_19,National American University-Richardson,Richardson,TX,Associate's,NO,,,,,,0.0,0.0,0.0,0.0,0.0,,15000.0,15000.0,
5791,2018_19,National American University-Rochester,Rochester,MN,Associate's,NO,,,,,,22.0,77.27,13.64,4.55,0.0,,15000.0,15000.0,
5792,2018_19,National American University-Indianapolis,Indianapolis,IN,Associate's,NO,,,,,,299.0,53.85,37.12,3.34,1.0,,15000.0,15000.0,
5793,2018_19,DeVry College of New York,New York,NY,Bachelor's,NO,91.57,,,,,963.0,24.51,28.66,27.52,6.85,34504.0,17950.0,17950.0,0.36
5794,2018_19,DeVry University-Arizona,Phoenix,AZ,Bachelor's,NO,96.43,,,,,378.0,43.92,6.61,29.1,3.44,34891.0,17557.0,17557.0,0.14
5795,2018_19,DeVry University-California,Ontario,CA,Bachelor's,NO,94.87,,,,,1965.0,26.97,10.13,35.11,12.52,32232.0,17865.0,17865.0,0.32
5796,2018_19,DeVry University-Colorado,Westminster,CO,Bachelor's,NO,87.5,,,,,159.0,57.86,8.81,17.61,6.92,,18023.0,18023.0,0.3
5797,2018_19,DeVry University-Florida,Miramar,FL,Bachelor's,NO,95.24,,,,,580.0,35.17,24.48,31.55,2.76,31391.0,17898.0,17898.0,0.22
5798,2018_19,DeVry University-Georgia,Decatur,GA,Bachelor's,NO,94.59,,,,,838.0,26.37,54.42,6.56,1.31,31704.0,17545.0,17545.0,0.2
5799,2018_19,DeVry University-Illinois,Chicago,IL,Bachelor's,NO,94.5,,,,,12743.0,48.66,23.03,15.02,3.62,33830.0,17509.0,17509.0,0.26
5800,2018_19,DeVry University-Indiana,Merrillville,IN,Bachelor's,NO,100.0,,,,,47.0,38.3,19.15,25.53,0.0,,17561.0,17561.0,0.4
5801,2018_19,DeVry University-Missouri,Kansas City,MO,Bachelor's,NO,66.67,,,,,92.0,70.65,19.57,6.52,1.09,24172.0,17395.0,17395.0,0.29
5802,2018_19,DeVry University-Nevada,Henderson,NV,Bachelor's,NO,75.0,,,,,86.0,29.07,16.28,26.74,9.3,37432.0,17547.0,17547.0,0.33
5803,2018_19,DeVry University-New Jersey,Iselin,NJ,Bachelor's,NO,95.65,,,,,334.0,32.04,20.06,30.84,9.28,29121.0,17619.0,17619.0,0.47
5804,2018_19,DeVry University-North Carolina,Charlotte,NC,Bachelor's,NO,,,,,,68.0,22.06,58.82,8.82,2.94,,18085.0,18085.0,0.25
5805,2018_19,DeVry University-Ohio,Columbus,OH,Bachelor's,NO,92.86,,,,,649.0,69.03,18.34,3.54,0.92,30386.0,17621.0,17621.0,0.32
5806,2018_19,DeVry University-Pennsylvania,Ft. Washington,PA,Bachelor's,NO,100.0,,,,,199.0,37.69,32.16,9.05,2.51,37432.0,17689.0,17689.0,0.21
5807,2018_19,DeVry University-Tennessee,Nashville,TN,Bachelor's,NO,100.0,,,,,33.0,72.73,15.15,9.09,0.0,,17713.0,17713.0,0.0
5808,2018_19,DeVry University-Texas,Irving,TX,Bachelor's,NO,93.75,,,,,481.0,34.3,22.66,30.35,2.7,35692.0,17724.0,17724.0,0.18
5809,2018_19,DeVry University-Virginia,Arlington,VA,Bachelor's,NO,85.71,,,,,188.0,29.79,40.96,11.7,4.26,37432.0,17759.0,17759.0,0.46
5810,2018_19,University of North Georgia,Dahlonega,GA,Bachelor's,NO,80.94,1130.0,588.0,540.0,23.0,17661.0,72.91,4.17,13.34,3.18,15666.0,4692.0,13514.0,0.34
5811,2018_19,South Georgia State College,Douglas,GA,Associate's,NO,,,,,,2105.0,55.39,33.78,7.03,0.76,14387.0,3254.0,9451.0,0.13
5812,2018_19,Northeastern University Lifelong Learning Network,Boston,MA,Bachelor's,NO,,,,,,1984.0,37.15,11.74,8.47,6.0,,,,
5813,2018_19,Florida Polytechnic University,Lakeland,FL,Bachelor's,NO,50.66,1312.0,640.0,654.0,29.0,1389.0,64.07,4.54,18.57,4.75,20689.0,4940.0,4940.0,
5814,2018_19,American Institute-Toms River,Toms River,NJ,Certificate,NO,,,,,,346.0,43.93,20.23,28.03,0.58,,,,
5815,2018_19,The Healthcare Institute,San Antonio,TX,Certificate,NO,,,,,,82.0,12.2,13.41,58.54,0.0,,,,
5816,2018_19,Alamo City Barber College,San Antonio,TX,Certificate,NO,,,,,,157.0,2.55,19.75,71.97,0.0,,,,
5817,2018_19,Arizona College-Mesa,Mesa,AZ,Certificate,NO,,,,,,771.0,39.43,13.88,25.81,2.72,32718.0,19764.0,19764.0,
5818,2018_19,American College of Healthcare and Technology,Huntington Park,CA,Certificate,NO,,,,,,52.0,5.77,3.85,90.38,0.0,,,,
5819,2018_19,Antioch College,Yellow Springs,OH,Bachelor's,NO,83.58,1248.0,623.0,585.0,29.0,102.0,53.92,16.67,15.69,1.96,51912.0,35568.0,35568.0,0.66
5820,2018_19,Texas A&M University-Central Texas,Killeen,TX,Bachelor's,NO,,,,,,1904.0,40.97,27.26,24.32,2.84,,,,
5821,2018_19,Central Georgia Technical College,Warner Robins,GA,Certificate,NO,,,,,,6331.0,43.39,49.64,3.52,0.9,8860.0,2778.0,4914.0,
5822,2018_19,Barber School of Pittsburgh,Pittsburgh,PA,Certificate,NO,,,,,,78.0,60.26,24.36,6.41,0.0,,,,
5823,2018_19,Innovate Salon Academy,South Plainfield,NJ,Certificate,NO,,,,,,135.0,38.52,20.0,27.41,2.96,,,,
5824,2018_19,Arizona State University Digital Immersion,Scottsdale,AZ,Bachelor's,NO,68.29,,,,,29636.0,62.42,6.7,20.43,4.01,24636.0,10317.0,18629.0,0.48
5825,2018_19,Louisiana Delta Community College,Monroe,LA,Certificate,NO,,,,,,3054.0,50.75,40.14,3.31,0.46,14568.0,4158.0,4158.0,
5826,2018_19,The Fab School,Rancho Cucamonga,CA,Certificate,NO,,,,,,163.0,61.96,0.61,29.45,1.84,,,,
5827,2018_19,Networks Barber College,Calumet City,IL,Certificate,NO,,,,,,44.0,0.0,81.82,18.18,0.0,,,,
5828,2018_19,JB's Hair Design and Barber College,Oklahoma City,OK,Certificate,NO,,,,,,46.0,13.04,76.09,10.87,0.0,,,,
5829,2018_19,Paul Mitchell the School-Lombard,Lombard,IL,Certificate,NO,,,,,,126.0,56.35,13.49,23.81,2.38,,,,
5830,2018_19,Paul Mitchell the School-Greenville,Greenville,SC,Certificate,NO,,,,,,171.0,61.99,22.22,8.19,2.34,,,,
5831,2018_19,Divine Crown Barber & Beauty Academy,Harrisburg,PA,Certificate,NO,,,,,,43.0,23.26,34.88,11.63,16.28,,,,
5832,2018_19,Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,Certificate,NO,,,,,,123.0,33.33,61.79,0.81,0.81,,,,
5833,2018_19,Delta College-Slidell Campus,Slidell,LA,Certificate,NO,,,,,,61.0,45.9,45.9,1.64,0.0,,,,
5834,2018_19,Integrity College of Health,Pasadena,CA,Certificate,NO,,,,,,46.0,13.04,17.39,43.48,26.09,,,,
5835,2018_19,Electrical Training Center,Copiague,NY,Certificate,NO,,,,,,187.0,44.39,18.18,29.41,2.67,,,,
5836,2018_19,Alexander Paul Institute of Hair Design,Greenville,NC,Certificate,NO,,,,,,33.0,69.7,21.21,3.03,0.0,,,,
5837,2018_19,California Technical Academy,Riverside,CA,Certificate,NO,,,,,,778.0,15.3,8.61,12.98,46.79,,,,
5838,2018_19,More Tech Institute,Hialeah,FL,Certificate,NO,,,,,,68.0,0.0,0.0,100.0,0.0,,,,
5839,2018_19,Dorsey School of Business-Dearborn,Detroit,MI,Certificate,NO,,,,,,337.0,13.06,73.0,6.53,0.0,33129.0,20772.0,20772.0,
5840,2018_19,Neecee's Barber College,Abilene,TX,Certificate,NO,,,,,,59.0,25.42,30.51,35.59,0.0,,,,
5841,2018_19,Bella Cosmetology and Barber College,Greenville,TX,Certificate,NO,,,,,,89.0,74.16,12.36,13.48,0.0,,,,
5842,2018_19,Franklin Hair Academy School of Cosmetology,Franklin,TN,Certificate,NO,,,,,,26.0,61.54,11.54,19.23,7.69,,,,
5843,2018_19,Universidad Ana G. Mendez-Online Campus,San Juan,PR,Graduate,NO,,,,,,,,,,,,,,
5844,2018_19,Sutter Beauty College,Yuba City,CA,Certificate,NO,,,,,,71.0,54.93,4.23,32.39,7.04,,,,
5845,2018_19,New Horizons Medical Institute,Norcross,GA,Certificate,NO,,,,,,114.0,5.26,64.04,14.91,6.14,,,,
5846,2018_19,Ohio Institute of Allied Health,Huber Heights,OH,Certificate,NO,,,,,,39.0,35.9,53.85,5.13,0.0,26187.0,21400.0,21400.0,
5847,2018_19,Paul Mitchell the School-Ardmore,Ardmore,OK,Certificate,NO,,,,,,27.0,66.67,7.41,7.41,0.0,,,,
5848,2018_19,Access Careers,Hempstead,NY,Certificate,NO,,,,,,44.0,6.82,52.27,27.27,9.09,,,,
5849,2018_19,River Valley Cosmetology Institute,Poteau,OK,Certificate,NO,,,,,,21.0,76.19,0.0,0.0,0.0,,,,
5850,2018_19,Luckes Beauty Academy LLC,Newport  News,VA,Certificate,NO,,,,,,14.0,21.43,71.43,0.0,0.0,,,,
5851,2018_19,Total Transformation Institute of Cosmetology,San Marcos,TX,Certificate,NO,,,,,,35.0,45.71,5.71,37.14,0.0,,,,
5852,2018_19,Vibe Barber College,Memphis,TN,Certificate,NO,,,,,,53.0,1.89,84.91,1.89,0.0,,,,
5853,2018_19,Champ's Barber School,Lancaster,PA,Certificate,NO,,,,,,27.0,11.11,25.93,48.15,0.0,,,,
5854,2018_19,IGlobal University,Vienna,VA,Bachelor's,NO,,,,,,72.0,2.78,0.0,0.0,2.78,23320.0,13820.0,13820.0,
5855,2018_19,East-West Healing Arts Institute,Madison,WI,Certificate,NO,,,,,,10.0,90.0,0.0,10.0,0.0,,,,
5856,2018_19,Standard Healthcare Services-College of Nursing,Falls Church,VA,Certificate,NO,42.55,,,,,311.0,4.5,80.71,5.47,8.68,,,,
5857,2018_19,Philadelphia Technician Training,Philadelphia,PA,Certificate,NO,,,,,,170.0,4.71,85.29,9.41,0.0,,,,
5858,2018_19,Grace International Beauty School,Flushing,NY,Certificate,NO,,,,,,68.0,2.94,0.0,29.41,67.65,,,,
5859,2018_19,Alliance Computing Solutions,Flushing,NY,Certificate,NO,,,,,,3.0,0.0,100.0,0.0,0.0,,,,
5860,2018_19,InterAmerican Technical Institute,Miami,FL,Certificate,NO,,,,,,65.0,0.0,0.0,100.0,0.0,,,,
5861,2018_19,Bay Area Medical Academy,San Francisco,CA,Certificate,NO,,,,,,152.0,11.84,15.13,36.18,27.63,,,,
5862,2018_19,Mind Body Institute,Madison,TN,Certificate,NO,,,,,,48.0,81.25,8.33,8.33,0.0,,,,
5863,2018_19,Parisian Spa Institute,Jacksonville,FL,Certificate,NO,,,,,,128.0,34.38,52.34,9.38,3.91,,,,
5864,2018_19,Creative Touch Cosmetology School,Waterloo,IL,Certificate,NO,,,,,,18.0,94.44,5.56,0.0,0.0,,,,
5865,2018_19,LaBarberia Institute of Hair,Mayfield Hts,OH,Certificate,NO,,,,,,137.0,8.76,78.83,5.11,0.0,,,,
5866,2018_19,Setting the Standard Barbering and Natural Hair Academy,Shreveport,LA,Certificate,NO,,,,,,15.0,0.0,93.33,0.0,0.0,,,,
5867,2018_19,Bos-Man's Barber College,Shreveport,LA,Certificate,NO,,,,,,40.0,0.0,97.5,2.5,0.0,,,,
5868,2018_19,Lawrence & Company College of Cosmetology,Selma,CA,Certificate,NO,,,,,,38.0,2.63,2.63,94.74,0.0,,,,
5869,2018_19,Alabama College of Osteopathic Medicine,Dothan,AL,Graduate,NO,,,,,,,,,,,,,,
5870,2018_19,High Desert Medical College,Lancaster,CA,Certificate,NO,,,,,,640.0,26.09,13.91,53.59,4.84,,,,
5871,2018_19,Paul Mitchell the School-Schenectady,Schenectady,NY,Certificate,NO,,,,,,120.0,78.33,10.83,4.17,0.0,,,,
5872,2018_19,Beyond Measure Barbering Institute,Mebane,NC,Certificate,NO,,,,,,41.0,17.07,75.61,7.32,0.0,,,,
5873,2018_19,McDougle Technical  Institute,Pompano Beach,FL,Certificate,NO,,,,,,238.0,10.92,52.1,21.01,0.84,,,,
5874,2018_19,Barber Institute of Texas,Longview,TX,Certificate,NO,,,,,,6.0,16.67,66.67,16.67,0.0,,,,
5875,2018_19,Jupiter Beauty Academy,Boston,MA,Certificate,NO,,,,,,175.0,2.29,6.86,2.86,86.29,,,,
5876,2018_19,MedQuest College,Louisville,KY,Certificate,NO,,,,,,246.0,61.79,25.61,6.1,2.03,,,,
5877,2018_19,First Coast Barber Academy,Jacksonville,FL,Certificate,NO,,,,,,50.0,18.0,76.0,6.0,0.0,,,,
5878,2018_19,Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,Certificate,NO,,,,,,83.0,63.86,10.84,18.07,0.0,,,,
5879,2018_19,Paul Mitchell The School-Farmington Hills,Farmington Hills,MI,Certificate,NO,,,,,,125.0,57.6,39.2,1.6,0.0,,,,
5880,2018_19,Paul Mitchell the School-Merrillville,Merrillville,IN,Certificate,NO,,,,,,72.0,66.67,23.61,6.94,1.39,,,,
5881,2018_19,Paul Mitchell the School-Lansing,Lansing,MI,Certificate,NO,,,,,,44.0,38.64,36.36,6.82,0.0,,,,
5882,2018_19,Ricci's Academy of Cosmetology,Newtown,CT,Certificate,NO,,,,,,98.0,76.53,6.12,15.31,2.04,,,,
5883,2018_19,Yahweh Beauty Academy,Killeen,TX,Certificate,NO,,,,,,38.0,18.42,55.26,13.16,5.26,,,,
5884,2018_19,Preparing People Barber Styling College,Dallas,TX,Certificate,NO,,,,,,26.0,0.0,100.0,0.0,0.0,,,,
5885,2018_19,Arizona School of Integrative Studies,Tucson,AZ,Certificate,NO,,,,,,149.0,64.43,4.7,14.09,4.7,,,,
5886,2018_19,Lee Professional Institute,Fort Myers,FL,Certificate,NO,,,,,,14.0,0.0,0.0,100.0,0.0,,,,
5887,2018_19,Park Place Premier Barber School,New Orleans,LA,Certificate,NO,,,,,,34.0,14.71,82.35,0.0,2.94,,,,
5888,2018_19,The Salon Professional Academy-San Jose,San Jose,CA,Certificate,NO,,,,,,138.0,24.64,13.04,44.2,12.32,,,,
5889,2018_19,Tri-Community Adult Education,Covina,CA,Certificate,NO,,,,,,268.0,37.31,7.09,50.37,5.22,,,,
5890,2018_19,Montessori Education Institute of the Pacific Northwest,Bothell,WA,Certificate,NO,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
5891,2018_19,Jolie Health and Beauty Academy-Turnersville,Turnersville,NJ,Certificate,NO,,,,,,73.0,27.4,41.1,13.7,2.74,,,,
5892,2018_19,Ross Medical Education Center-Owensboro,Owensboro,KY,Certificate,NO,,,,,,56.0,71.43,12.5,3.57,0.0,,,,
5893,2018_19,Ross Medical Education Center-Evansville,Evansville,IN,Certificate,NO,,,,,,91.0,73.63,16.48,2.2,0.0,,,,
5894,2018_19,Ross Medical Education Center-Johnson City,Johnson City,TN,Certificate,NO,,,,,,98.0,74.49,6.12,6.12,0.0,,,,
5895,2018_19,North-West College-Anaheim,Anaheim,CA,Certificate,NO,,,,,,205.0,6.34,1.46,78.05,0.98,,,,
5896,2018_19,North-West College-Long Beach,Long Beach,CA,Certificate,NO,,,,,,325.0,3.38,9.85,60.31,6.77,,,,
5897,2018_19,Branford Hall Career Institute-Amityville,Amityville,NY,Certificate,NO,,,,,,129.0,18.6,15.5,49.61,1.55,,,,
5898,2018_19,Taylor Andrews Academy of Hair Design-Provo,Provo,UT,Certificate,NO,,,,,,182.0,82.42,1.1,8.24,1.65,,,,
5899,2018_19,University of Florida-Online,Gainesville,FL,Bachelor's,NO,61.4,1244.0,635.0,605.0,26.0,2912.0,61.26,4.77,21.09,4.29,17405.0,3876.0,16580.0,
5900,2018_19,Ogle School Hair Skin Nails-Stafford,Stafford,TX,Certificate,NO,,,,,,373.0,11.26,54.16,22.52,1.34,,,,
5901,2018_19,University of Phoenix-Arizona,Phoenix,AZ,Bachelor's,NO,,,,,,70241.0,28.35,21.96,11.17,1.16,20404.0,9552.0,9552.0,0.17
5902,2018_19,University of Phoenix-California,Ontario,CA,Bachelor's,NO,,,,,,5544.0,14.84,8.98,23.43,3.97,20502.0,9552.0,9552.0,0.19
5903,2018_19,University of Phoenix-Colorado,Lone Tree,CO,Bachelor's,NO,,,,,,90.0,27.78,7.78,11.11,0.0,,,,0.17
5904,2018_19,University of Phoenix-Florida,Miramar,FL,Bachelor's,NO,,,,,,222.0,14.41,27.03,18.92,0.45,,,,0.16
5905,2018_19,University of Phoenix-Georgia,Atlanta,GA,Bachelor's,NO,,,,,,130.0,8.46,46.92,9.23,0.0,,,,0.13
